Category,Model Family,Portfolio,Equity Allocation,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,688959.670000,-0.311040,-0.208284,0.236448,-0.880900,-0.401391,-0.077100,4.569100,0.000000,0.000000,2098.584750,129.740000,0.000000,129.743177,0,1501.890000,,0.000000,0.000000,691278.980000,-24201.770000,-291633.560000,-3148.580000,829.270000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,711202.910000,-0.288797,-0.192356,0.227339,-0.846100,-0.386513,-0.137500,4.696200,0.000000,0.000000,2358.092835,0.000000,0.000000,0.000000,0,1543.890000,,0.000000,0.000000,713612.040000,-2592.300000,-294093.270000,-3265.400000,856.270000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,748099.940000,-0.251900,-0.166339,0.211425,-0.786800,-0.354504,-0.125600,4.021100,0.000000,0.000000,2669.106304,0.000000,0.000000,0.000000,0,1526.680000,,0.000000,0.000000,750918.120000,31940.750000,-292990.550000,-3719.110000,900.920000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,689426.340000,-0.310574,-0.207948,0.237854,-0.874300,-0.401598,-0.066900,4.448200,0.008021,-0.032300,-2100.000000,82584.210000,82458.064579,126.149040,17,2642.600000,466.676862,7837.393908,0.000000,688600.290000,-12869.800000,-223108.830000,0.000000,826.050000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,710141.040000,-0.289859,-0.193112,0.228290,-0.845900,-0.388699,-0.139400,4.571800,0.008285,-0.164600,-2100.000000,75557.100000,75557.096479,0.000000,14,2719.620000,-1061.876405,7837.393908,0.000000,709290.130000,-380.230000,-225136.540000,0.000000,850.910000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,747860.230000,-0.252140,-0.166506,0.212489,-0.783600,-0.356610,-0.112500,3.914500,0.008370,-0.094900,-2100.000000,74589.840000,74589.842387,0.000000,13,2788.950000,-239.709641,7837.393908,0.000000,746964.060000,33762.800000,-224031.030000,0.000000,896.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,686736.050000,-0.313264,-0.209887,0.233019,-0.900700,-0.404109,-0.133700,3.635000,0.000000,0.000000,1225.877472,5596.400000,0.000000,5596.397109,0,1687.840000,,0.000000,0.000000,688015.180000,-22614.480000,-291355.910000,-2104.480000,825.350000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,688296.270000,-0.311704,-0.208762,0.225075,-0.927500,-0.394477,-0.152300,3.658600,0.000000,0.000000,702.487383,1310.530000,0.000000,1310.531470,0,1415.520000,,0.000000,0.000000,689167.040000,-23780.210000,-288441.450000,-1697.490000,826.730000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,704679.140000,-0.295321,-0.197008,0.209369,-0.941000,-0.373400,-0.144200,3.090800,0.000000,0.000000,492.500531,41.380000,0.000000,41.377340,0,1287.240000,,0.000000,0.000000,705375.430000,-15674.720000,-279273.550000,-1542.500000,846.210000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,684116.770000,-0.315883,-0.211778,0.233810,-0.905800,-0.407294,-0.131300,3.417000,0.008664,-0.286800,-2100.000000,82559.550000,80282.100779,2277.453451,61,2791.560000,-2619.276746,2147.568591,0.000000,683297.090000,-15105.220000,-227043.340000,0.000000,819.680000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,686875.780000,-0.313124,-0.209786,0.227275,-0.923100,-0.394712,-0.127000,3.604100,0.008808,-0.183800,-2100.000000,84355.890000,84083.548556,272.340435,48,2626.030000,-1420.495757,8187.881986,0.000000,686052.790000,-12779.670000,-219571.700000,0.000000,822.990000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,702724.950000,-0.297275,-0.198405,0.210392,-0.943000,-0.375608,-0.123800,3.034600,0.007431,-0.269200,-2100.000000,84664.140000,84623.147079,40.991251,16,2505.050000,-1954.183932,7837.393908,0.000000,701882.940000,-1496.330000,-212151.140000,0.000000,842.010000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,697791.690000,-0.302208,-0.201937,0.238483,-0.846800,-0.398333,-0.058700,4.499600,0.000000,0.000000,2033.930399,477.260000,0.000000,477.256220,0,1563.240000,,0.000000,0.000000,700035.830000,-15615.510000,-291893.210000,-3083.930000,839.790000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,699019.650000,-0.300980,-0.201057,0.220883,-0.910200,-0.383881,-0.176800,3.712900,0.000000,0.000000,519.498608,657.070000,0.000000,657.073170,0,1363.480000,,0.000000,0.000000,699749.700000,-19058.630000,-282636.230000,-1569.500000,839.450000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,697011.850000,-0.302988,-0.202496,0.240059,-0.843500,-0.401488,-0.040700,4.423200,0.008983,-0.129100,-2100.000000,86706.720000,86512.503798,194.211546,21,2864.900000,-779.847836,7837.393908,0.000000,696176.690000,648.110000,-225578.160000,0.000000,835.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,697444.320000,-0.302556,-0.202186,0.222792,-0.907500,-0.385853,-0.164100,3.705400,0.007754,-0.223100,-2100.000000,86354.750000,86354.750147,0.000000,16,2658.240000,-1575.335333,7837.393908,0.000000,696608.640000,-2852.720000,-216152.050000,0.000000,835.670000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1028137.060000,0.028137,0.185959,0.032884,5.655000,-0.009484,-0.613400,1.154600,0.000000,0.000000,66.329892,0.000000,0.000000,0.000000,0,1219.960000,,0.000000,0.000000,1016671.380000,29233.840000,0.000000,10231.840000,1233.840000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1028137.060000,0.028137,0.185959,0.032884,5.655000,-0.009484,-0.613400,1.154600,0.000000,0.000000,66.329892,0.000000,0.000000,0.000000,0,1219.960000,0.000000,0.000000,0.000000,1016671.380000,29233.840000,0.000000,10231.840000,1233.840000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1028471.770000,0.028472,0.188334,0.033175,5.677000,-0.009586,-0.595500,1.077100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016852.990000,29670.340000,0.000000,10384.620000,1234.170000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,991051.070000,-0.008949,-0.046097,0.081220,-0.567600,-0.034425,-1.117400,4.661800,0.000000,0.000000,182.842598,31.710000,0.000000,31.705515,0,1236.550000,,0.000000,0.000000,991094.430000,-8051.950000,0.000000,-1232.840000,1189.480000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,991051.070000,-0.008949,-0.046097,0.081220,-0.567600,-0.034425,-1.117400,4.661800,0.000000,0.000000,182.842598,31.710000,0.000000,31.705515,0,1236.550000,0.000000,0.000000,0.000000,991094.430000,-8051.950000,0.000000,-1232.840000,1189.480000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,990961.420000,-0.009039,-0.046550,0.081643,-0.570200,-0.034649,-1.147900,4.729300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,990822.270000,-7840.010000,0.000000,-1050.000000,1189.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1090828.260000,0.090828,0.076287,0.095381,0.799800,-0.103426,0.342500,12.047700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1071113.900000,0.000000,92026.820000,18405.360000,1308.990000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1090828.260000,0.090828,0.076287,0.095381,0.799800,-0.103426,0.342500,12.047700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1071113.900000,0.000000,92026.820000,18405.360000,1308.990000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1090828.260000,0.090828,0.076287,0.095381,0.799800,-0.103426,0.342500,12.047700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1071113.900000,0.000000,92026.820000,18405.360000,1308.990000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1089607.200000,0.089607,0.075268,0.096669,0.778600,-0.104909,0.337200,12.240300,0.004690,-0.450100,-1050.000000,60993.510000,60993.506693,0.000000,8,2242.580000,-1221.065407,0.000000,0.000000,1058226.090000,133426.060000,18367.220000,30074.840000,1306.270000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1089607.200000,0.089607,0.075268,0.096669,0.778600,-0.104909,0.337200,12.240300,0.004690,-0.450100,-1050.000000,60993.510000,60993.506693,0.000000,8,2242.580000,-1221.065407,0.000000,0.000000,1058226.090000,133426.060000,18367.220000,30074.840000,1306.270000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1089607.200000,0.089607,0.075268,0.096669,0.778600,-0.104909,0.337200,12.240300,0.004690,-0.450100,-1050.000000,60993.510000,60993.506693,0.000000,8,2242.580000,-1221.065407,0.000000,0.000000,1058226.090000,133426.060000,18367.220000,30074.840000,1306.270000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1088563.330000,0.088563,0.074397,0.094904,0.783900,-0.103555,0.409600,13.234200,0.000000,0.000000,2237.929634,415.360000,0.000000,415.359346,0,1489.060000,,0.000000,0.000000,1069214.530000,6851.210000,78210.700000,18040.060000,1308.740000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1089711.170000,0.089711,0.075355,0.095083,0.792500,-0.103343,0.403900,13.134000,0.000000,0.000000,2194.554750,115.800000,0.000000,115.797927,0,1364.360000,,0.000000,0.000000,1070023.820000,6513.830000,80486.100000,18377.060000,1310.290000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1089801.000000,0.089801,0.075430,0.094384,0.799200,-0.102215,0.332100,12.057200,0.000000,0.000000,135.306291,0.960000,0.000000,0.957594,0,1219.790000,,0.000000,0.000000,1070216.950000,814.820000,89954.690000,18276.120000,1307.920000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1088563.330000,0.088563,0.074397,0.094904,0.783900,-0.103555,0.409600,13.234200,0.000000,0.000000,2237.929634,415.360000,0.000000,415.359346,0,1489.060000,0.000000,0.000000,0.000000,1069214.530000,6851.210000,78210.700000,18040.060000,1308.740000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1092562.580000,0.092563,0.077734,0.094486,0.822700,-0.103062,0.393800,13.488000,0.005348,0.240800,-1050.000000,23053.660000,22939.017108,114.647334,4,1806.480000,2851.416445,0.000000,0.000000,1066399.110000,51173.760000,59053.420000,24853.660000,1309.820000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1088838.060000,0.088838,0.074627,0.095675,0.780000,-0.103658,0.326800,12.253100,0.004665,-0.406100,-1050.000000,59907.280000,59906.318420,0.957594,10,2244.360000,-962.938392,0.000000,0.000000,1057698.650000,131370.290000,18181.850000,29834.070000,1305.350000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1088524.030000,0.088524,0.074364,0.094675,0.785500,-0.103426,0.364000,12.438500,0.000000,0.000000,2437.064033,0.000000,0.000000,0.000000,0,1286.010000,,0.000000,0.000000,1070159.850000,-11.890000,85295.950000,17055.030000,1309.150000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1090828.260000,0.090828,0.076287,0.095381,0.799800,-0.103426,0.342500,12.047700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1071113.900000,0.000000,92026.820000,18405.360000,1308.990000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1089964.930000,0.089965,0.075567,0.095800,0.788800,-0.104909,0.361100,12.722500,0.005448,0.020600,-1050.000000,60993.510000,60993.506693,0.000000,8,2366.520000,1440.900722,0.000000,0.000000,1058264.900000,120873.980000,17367.810000,30393.340000,1306.700000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1089607.200000,0.089607,0.075268,0.096669,0.778600,-0.104909,0.337200,12.240300,0.004690,-0.450100,-1050.000000,60993.510000,60993.506693,0.000000,8,2242.580000,-1221.065407,0.000000,0.000000,1058226.090000,133426.060000,18367.220000,30074.840000,1306.270000
Balanced,FFG Qualified,FFG Qualified - 35-65,0.330000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1090828.260000,0.090828,0.076287,0.095381,0.799800,-0.103426,0.342500,12.047700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1071113.900000,0.000000,92026.820000,18405.360000,1308.990000
